,STATE,Year,CO2,CH4,N2O,Fluorinated GHG,Laws and Regulations,State Incentives,Utility/Private Incentives,Ozone,Question,DataValue,StratificationCategory1,Stratification1,Population,Total Sq. Mi.,Total Sq. Km.
9966,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Asthma mortality rate,,Race/Ethnicity,Hispanic,6106670.0,"69,707","180,540"
9967,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Premature mortality among adults aged 45-64 years,390.5,Race/Ethnicity,American Indian or Alaska Native,6106670.0,"69,707","180,540"
9968,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from heart failure,18.9,Race/Ethnicity,Asian or Pacific Islander,6106670.0,"69,707","180,540"
9969,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from coronary heart disease,103.4,Race/Ethnicity,"Black, non-Hispanic",6106670.0,"69,707","180,540"
9970,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native,6106670.0,"69,707","180,540"
9971,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,147.5,Overall,Overall,6106670.0,"69,707","180,540"
9972,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,147.4,Race/Ethnicity,American Indian or Alaska Native,6106670.0,"69,707","180,540"
9973,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Premature mortality among adults aged 45-64 years,927.9,Gender,Male,6106670.0,"69,707","180,540"
9974,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Asthma mortality rate,11.1,Overall,Overall,6106670.0,"69,707","180,540"
9975,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from diseases of the heart,45.5,Race/Ethnicity,Hispanic,6106670.0,"69,707","180,540"
9976,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native,6106670.0,"69,707","180,540"
9977,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from diseases of the heart,266.4,Race/Ethnicity,"White, non-Hispanic",6106670.0,"69,707","180,540"
9978,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from coronary heart disease,109.5,Gender,Female,6106670.0,"69,707","180,540"
9979,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,147.6,Gender,Female,6106670.0,"69,707","180,540"
9980,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander,6106670.0,"69,707","180,540"
9981,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Asthma mortality rate,11.2,Gender,Female,6106670.0,"69,707","180,540"
9982,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Asthma mortality rate,9.3,Race/Ethnicity,"White, non-Hispanic",6106670.0,"69,707","180,540"
9983,MO,2018,76718134,1646436,580773,185827,10,6,0,0.043296871,,,,,6121623.0,"69,707","180,540"
9984,MO,2012,86003625,1839248,758133,296442,7,6,1,0.05088542,"Cancer of the lung and bronchus, incidence",15.0,Race/Ethnicity,Hispanic,6024367.0,"69,707","180,540"
9985,MO,2012,86003625,1839248,758133,296442,7,6,1,0.05088542,"Cancer of the lung and bronchus, incidence",82.1,Gender,Female,6024367.0,"69,707","180,540"
9986,MO,2012,86003625,1839248,758133,296442,7,6,1,0.05088542,"Cancer of the lung and bronchus, incidence",29.3,Race/Ethnicity,American Indian or Alaska Native,6024367.0,"69,707","180,540"
9987,MO,2012,86003625,1839248,758133,296442,7,6,1,0.05088542,"Cancer of the lung and bronchus, incidence",23.9,Race/Ethnicity,Asian or Pacific Islander,6024367.0,"69,707","180,540"
9988,MO,2012,86003625,1839248,758133,296442,7,6,1,0.05088542,"Cancer of the lung and bronchus, incidence",89.4,Overall,Overall,6024367.0,"69,707","180,540"
9989,MO,2012,86003625,1839248,758133,296442,7,6,1,0.05088542,"Cancer of the lung and bronchus, incidence",97.2,Race/Ethnicity,"White, non-Hispanic",6024367.0,"69,707","180,540"
9990,MO,2012,86003625,1839248,758133,296442,7,6,1,0.05088542,"Cancer of the lung and bronchus, incidence",70.3,Race/Ethnicity,"Black, non-Hispanic",6024367.0,"69,707","180,540"
9991,MO,2012,86003625,1839248,758133,296442,7,6,1,0.05088542,"Cancer of the lung and bronchus, incidence",96.9,Gender,Male,6024367.0,"69,707","180,540"
9992,MO,2013,87289690,1676023,739760,298193,7,5,1,0.044360826,"Cancer of the lung and bronchus, incidence",97.3,Gender,Male,6040715.0,"69,707","180,540"
9993,MO,2013,87289690,1676023,739760,298193,7,5,1,0.044360826,"Cancer of the lung and bronchus, incidence",82.7,Gender,Female,6040715.0,"69,707","180,540"
9994,MO,2013,87289690,1676023,739760,298193,7,5,1,0.044360826,"Cancer of the lung and bronchus, incidence",14.9,Race/Ethnicity,Hispanic,6040715.0,"69,707","180,540"
9995,MO,2013,87289690,1676023,739760,298193,7,5,1,0.044360826,"Cancer of the lung and bronchus, incidence",89.9,Overall,Overall,6040715.0,"69,707","180,540"
9996,MO,2013,87289690,1676023,739760,298193,7,5,1,0.044360826,"Cancer of the lung and bronchus, incidence",31.2,Race/Ethnicity,American Indian or Alaska Native,6040715.0,"69,707","180,540"
9997,MO,2013,87289690,1676023,739760,298193,7,5,1,0.044360826,"Cancer of the lung and bronchus, incidence",70.6,Race/Ethnicity,"Black, non-Hispanic",6040715.0,"69,707","180,540"
9998,MO,2013,87289690,1676023,739760,298193,7,5,1,0.044360826,"Cancer of the lung and bronchus, incidence",97.9,Race/Ethnicity,"White, non-Hispanic",6040715.0,"69,707","180,540"
9999,MO,2013,87289690,1676023,739760,298193,7,5,1,0.044360826,"Cancer of the lung and bronchus, incidence",23.2,Race/Ethnicity,Asian or Pacific Islander,6040715.0,"69,707","180,540"
10000,MO,2014,84354810,1662850,824138,326229,9,6,1,0.042777957,"Cancer of the lung and bronchus, incidence",14.0,Race/Ethnicity,Hispanic,6056202.0,"69,707","180,540"
10001,MO,2014,84354810,1662850,824138,326229,9,6,1,0.042777957,"Cancer of the lung and bronchus, incidence",95.8,Gender,Male,6056202.0,"69,707","180,540"
10002,MO,2014,84354810,1662850,824138,326229,9,6,1,0.042777957,"Cancer of the lung and bronchus, incidence",89.4,Overall,Overall,6056202.0,"69,707","180,540"
10003,MO,2014,84354810,1662850,824138,326229,9,6,1,0.042777957,"Cancer of the lung and bronchus, incidence",98.0,Race/Ethnicity,"White, non-Hispanic",6056202.0,"69,707","180,540"
10004,MO,2014,84354810,1662850,824138,326229,9,6,1,0.042777957,"Cancer of the lung and bronchus, incidence",68.7,Race/Ethnicity,"Black, non-Hispanic",6056202.0,"69,707","180,540"
10005,MO,2014,84354810,1662850,824138,326229,9,6,1,0.042777957,"Cancer of the lung and bronchus, incidence",83.3,Gender,Female,6056202.0,"69,707","180,540"
10006,MO,2014,84354810,1662850,824138,326229,9,6,1,0.042777957,"Cancer of the lung and bronchus, incidence",28.8,Race/Ethnicity,American Indian or Alaska Native,6056202.0,"69,707","180,540"
10007,MO,2014,84354810,1662850,824138,326229,9,6,1,0.042777957,"Cancer of the lung and bronchus, incidence",21.5,Race/Ethnicity,Asian or Pacific Islander,6056202.0,"69,707","180,540"
10008,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,236.6,Overall,Overall,1003783.0,"147,040","380,831"
10009,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Premature mortality among adults aged 45-64 years,1224.4,Race/Ethnicity,American Indian or Alaska Native,1003783.0,"147,040","380,831"
10010,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander,1003783.0,"147,040","380,831"
10011,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic",1003783.0,"147,040","380,831"
10012,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Asthma mortality rate,,Overall,Overall,1003783.0,"147,040","380,831"
10013,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native,1003783.0,"147,040","380,831"
10014,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Asthma mortality rate,,Race/Ethnicity,Hispanic,1003783.0,"147,040","380,831"
10015,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Asthma mortality rate,,Race/Ethnicity,"White, non-Hispanic",1003783.0,"147,040","380,831"
10016,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Asthma mortality rate,,Gender,Male,1003783.0,"147,040","380,831"
10017,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Asthma mortality rate,,Gender,Female,1003783.0,"147,040","380,831"
10018,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from coronary heart disease,,Race/Ethnicity,"Black, non-Hispanic",1003783.0,"147,040","380,831"
10019,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from total cardiovascular diseases,232.9,Gender,Female,1003783.0,"147,040","380,831"
10020,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from heart failure,,Race/Ethnicity,"Black, non-Hispanic",1003783.0,"147,040","380,831"
10021,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Premature mortality among adults aged 45-64 years,761.8,Gender,Male,1003783.0,"147,040","380,831"
10022,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,1003783.0,"147,040","380,831"
10023,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from diseases of the heart,189.3,Overall,Overall,1003783.0,"147,040","380,831"
10024,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Premature mortality among adults aged 45-64 years,,Race/Ethnicity,"Black, non-Hispanic",1003783.0,"147,040","380,831"
10025,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,133.0,Race/Ethnicity,"White, non-Hispanic",1003783.0,"147,040","380,831"
10026,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from total cardiovascular diseases,,Race/Ethnicity,Hispanic,1003783.0,"147,040","380,831"
10027,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,123.5,Gender,Female,1003783.0,"147,040","380,831"
10028,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from heart failure,45.0,Race/Ethnicity,American Indian or Alaska Native,1003783.0,"147,040","380,831"
10029,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,1003783.0,"147,040","380,831"
10030,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,209.8,Gender,Female,1003783.0,"147,040","380,831"
10031,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Premature mortality among adults aged 45-64 years,,Race/Ethnicity,Asian or Pacific Islander,1003783.0,"147,040","380,831"
10032,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,1003783.0,"147,040","380,831"
10033,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander,1003783.0,"147,040","380,831"
10034,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,"Black, non-Hispanic",1003783.0,"147,040","380,831"
10035,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from diseases of the heart,,Race/Ethnicity,"Black, non-Hispanic",1003783.0,"147,040","380,831"
10036,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from coronary heart disease,,Race/Ethnicity,Asian or Pacific Islander,1003783.0,"147,040","380,831"
10037,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Premature mortality among adults aged 45-64 years,453.4,Gender,Female,1003783.0,"147,040","380,831"
10038,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from diseases of the heart,199.9,Race/Ethnicity,"White, non-Hispanic",1003783.0,"147,040","380,831"
10039,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,1003783.0,"147,040","380,831"
10040,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,"Black, non-Hispanic",1003783.0,"147,040","380,831"
10041,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from coronary heart disease,110.2,Race/Ethnicity,"White, non-Hispanic",1003783.0,"147,040","380,831"
10042,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from heart failure,116.0,Race/Ethnicity,"White, non-Hispanic",1003783.0,"147,040","380,831"
10043,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from total cardiovascular diseases,263.7,Race/Ethnicity,"White, non-Hispanic",1003783.0,"147,040","380,831"
10044,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from coronary heart disease,75.4,Gender,Female,1003783.0,"147,040","380,831"
10045,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from coronary heart disease,106.7,Overall,Overall,1003783.0,"147,040","380,831"
10046,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from coronary heart disease,,Race/Ethnicity,Hispanic,1003783.0,"147,040","380,831"
10047,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from coronary heart disease,97.6,Race/Ethnicity,American Indian or Alaska Native,1003783.0,"147,040","380,831"
10048,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from total cardiovascular diseases,,Race/Ethnicity,"Black, non-Hispanic",1003783.0,"147,040","380,831"
10049,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from total cardiovascular diseases,249.5,Overall,Overall,1003783.0,"147,040","380,831"
10050,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from heart failure,,Race/Ethnicity,Hispanic,1003783.0,"147,040","380,831"
10051,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from diseases of the heart,165.1,Gender,Female,1003783.0,"147,040","380,831"
10052,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from total cardiovascular diseases,,Race/Ethnicity,Asian or Pacific Islander,1003783.0,"147,040","380,831"
10053,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,240.4,Race/Ethnicity,American Indian or Alaska Native,1003783.0,"147,040","380,831"
10054,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Premature mortality among adults aged 45-64 years,,Race/Ethnicity,Hispanic,1003783.0,"147,040","380,831"
10055,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from total cardiovascular diseases,162.2,Race/Ethnicity,American Indian or Alaska Native,1003783.0,"147,040","380,831"
10056,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from total cardiovascular diseases,266.0,Gender,Male,1003783.0,"147,040","380,831"
10057,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,239.5,Race/Ethnicity,"White, non-Hispanic",1003783.0,"147,040","380,831"
10058,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,264.8,Gender,Male,1003783.0,"147,040","380,831"
10059,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,128.2,Race/Ethnicity,American Indian or Alaska Native,1003783.0,"147,040","380,831"
10060,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Premature mortality among adults aged 45-64 years,573.2,Race/Ethnicity,"White, non-Hispanic",1003783.0,"147,040","380,831"
10061,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Premature mortality among adults aged 45-64 years,606.6,Overall,Overall,1003783.0,"147,040","380,831"
10062,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from diseases of the heart,,Race/Ethnicity,Asian or Pacific Islander,1003783.0,"147,040","380,831"
10063,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from diseases of the heart,213.3,Gender,Male,1003783.0,"147,040","380,831"
10064,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from coronary heart disease,137.6,Gender,Male,1003783.0,"147,040","380,831"
10065,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from heart failure,107.0,Overall,Overall,1003783.0,"147,040","380,831"
10066,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from heart failure,116.8,Gender,Female,1003783.0,"147,040","380,831"
10067,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from heart failure,97.2,Gender,Male,1003783.0,"147,040","380,831"
10068,MT,2012,20641088,456949,87893,0,9,9,0,0.041792625,Mortality from diseases of the heart,127.6,Race/Ethnicity,American Indian or Alaska Native,1003783.0,"147,040","380,831"
