,Year,STATE,Question,DataValue,StratificationCategory1,Stratification1
12717,2013,NM,Premature mortality among adults aged 45-64 years,684.7,Race/Ethnicity,"White, non-Hispanic"
12718,2013,NM,Premature mortality among adults aged 45-64 years,869.2,Gender,Male
12719,2013,NM,Premature mortality among adults aged 45-64 years,504.7,Gender,Female
12720,2013,NM,Premature mortality among adults aged 45-64 years,366.3,Race/Ethnicity,Asian or Pacific Islander
12721,2012,NM,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
12722,2012,NM,Asthma mortality rate,,Race/Ethnicity,Hispanic
12723,2012,NM,Asthma mortality rate,,Gender,Female
12724,2012,NM,Asthma mortality rate,,Race/Ethnicity,"White, non-Hispanic"
12725,2012,NM,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
12726,2012,NM,Asthma mortality rate,,Gender,Male
12727,2012,NM,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
12728,2012,NM,Asthma mortality rate,12.9,Overall,Overall
12729,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
12730,2012,NM,Mortality from coronary heart disease,,Race/Ethnicity,Asian or Pacific Islander
12731,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,117.4,Gender,Male
12732,2012,NM,Mortality from total cardiovascular diseases,167.8,Race/Ethnicity,"Black, non-Hispanic"
12733,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,67.5,Race/Ethnicity,Hispanic
12734,2012,NM,Premature mortality among adults aged 45-64 years,657.6,Race/Ethnicity,Hispanic
12735,2012,NM,Mortality from diseases of the heart,103.5,Race/Ethnicity,Hispanic
12736,2012,NM,Premature mortality among adults aged 45-64 years,872.9,Race/Ethnicity,American Indian or Alaska Native
12737,2012,NM,Mortality from total cardiovascular diseases,97.0,Race/Ethnicity,American Indian or Alaska Native
12738,2012,NM,Mortality from total cardiovascular diseases,209.2,Overall,Overall
12739,2012,NM,Mortality from heart failure,123.2,Race/Ethnicity,"White, non-Hispanic"
12740,2012,NM,Mortality from diseases of the heart,131.5,Race/Ethnicity,"Black, non-Hispanic"
12741,2012,NM,Premature mortality among adults aged 45-64 years,671.7,Overall,Overall
12742,2012,NM,Mortality from total cardiovascular diseases,214.6,Gender,Male
12743,2012,NM,Mortality from heart failure,83.7,Gender,Female
12744,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,165.1,Race/Ethnicity,"Black, non-Hispanic"
12745,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,184.8,Gender,Female
12746,2012,NM,Mortality from total cardiovascular diseases,135.7,Race/Ethnicity,Hispanic
12747,2012,NM,Mortality from heart failure,78.0,Overall,Overall
12748,2012,NM,Mortality from heart failure,72.2,Gender,Male
12749,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,56.2,Race/Ethnicity,American Indian or Alaska Native
12750,2012,NM,Mortality from diseases of the heart,150.2,Gender,Female
12751,2012,NM,Mortality from diseases of the heart,160.7,Overall,Overall
12752,2012,NM,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander
12753,2012,NM,Mortality from coronary heart disease,50.1,Race/Ethnicity,American Indian or Alaska Native
12754,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,133.8,Race/Ethnicity,Hispanic
12755,2012,NM,Mortality from heart failure,50.0,Race/Ethnicity,Hispanic
12756,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,109.8,Overall,Overall
12757,2012,NM,Mortality from total cardiovascular diseases,203.9,Gender,Female
12758,2012,NM,Premature mortality among adults aged 45-64 years,283.3,Race/Ethnicity,Asian or Pacific Islander
12759,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,103.0,Gender,Female
12760,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,152.3,Race/Ethnicity,"White, non-Hispanic"
12761,2012,NM,Mortality from coronary heart disease,90.7,Race/Ethnicity,"Black, non-Hispanic"
12762,2012,NM,Mortality from coronary heart disease,120.8,Gender,Male
12763,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
12764,2012,NM,Mortality from coronary heart disease,166.2,Race/Ethnicity,"White, non-Hispanic"
12765,2012,NM,Mortality from total cardiovascular diseases,96.9,Race/Ethnicity,Asian or Pacific Islander
12766,2012,NM,Mortality from diseases of the heart,63.6,Race/Ethnicity,Asian or Pacific Islander
12767,2012,NM,Mortality from coronary heart disease,67.0,Race/Ethnicity,Hispanic
12768,2012,NM,Mortality from total cardiovascular diseases,322.8,Race/Ethnicity,"White, non-Hispanic"
12769,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,245.3,Gender,Male
12770,2012,NM,Mortality from coronary heart disease,106.4,Overall,Overall
12771,2012,NM,Premature mortality among adults aged 45-64 years,649.4,Race/Ethnicity,"White, non-Hispanic"
12772,2012,NM,Mortality from diseases of the heart,70.3,Race/Ethnicity,American Indian or Alaska Native
12773,2012,NM,Mortality from diseases of the heart,171.5,Gender,Male
12774,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,213.5,Overall,Overall
12775,2012,NM,Mortality from heart failure,38.7,Race/Ethnicity,American Indian or Alaska Native
12776,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,"Black, non-Hispanic"
12777,2012,NM,Premature mortality among adults aged 45-64 years,475.7,Gender,Female
12778,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
12779,2012,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,291.2,Race/Ethnicity,"White, non-Hispanic"
12780,2012,NM,Mortality from coronary heart disease,92.4,Gender,Female
12781,2012,NM,Mortality from diseases of the heart,250.1,Race/Ethnicity,"White, non-Hispanic"
12782,2012,NM,Mortality from heart failure,,Race/Ethnicity,"Black, non-Hispanic"
12783,2012,NM,"Invasive cancer (all sites combined), incidence",425.3,Overall,Overall
12784,2012,NM,"Invasive cancer (all sites combined), incidence",220.6,Race/Ethnicity,American Indian or Alaska Native
12785,2012,NM,"Invasive cancer (all sites combined), incidence",626.2,Race/Ethnicity,"White, non-Hispanic"
12786,2012,NM,"Invasive cancer (all sites combined), incidence",245.8,Race/Ethnicity,Asian or Pacific Islander
12787,2012,NM,Premature mortality among adults aged 45-64 years,794.4,Race/Ethnicity,"Black, non-Hispanic"
12788,2012,NM,"Invasive cancer (all sites combined), incidence",336.1,Race/Ethnicity,"Black, non-Hispanic"
12789,2012,NM,"Invasive cancer (all sites combined), incidence",420.7,Gender,Male
12790,2012,NM,"Invasive cancer (all sites combined), incidence",304.7,Race/Ethnicity,Hispanic
12791,2012,NM,"Invasive cancer (all sites combined), incidence",429.8,Gender,Female
12792,2012,NM,"Cancer of the lung and bronchus, incidence",43.7,Race/Ethnicity,"Black, non-Hispanic"
12793,2012,NM,"Cancer of the lung and bronchus, incidence",44.4,Gender,Female
12794,2012,NM,"Cancer of the lung and bronchus, incidence",47.0,Overall,Overall
12795,2012,NM,"Cancer of the lung and bronchus, incidence",9.2,Race/Ethnicity,American Indian or Alaska Native
12796,2012,NM,"Cancer of the lung and bronchus, incidence",26.6,Race/Ethnicity,Hispanic
12797,2012,NM,"Cancer of the lung and bronchus, incidence",49.6,Gender,Male
12798,2012,NM,"Cancer of the lung and bronchus, incidence",81.1,Race/Ethnicity,"White, non-Hispanic"
12799,2012,NM,"Cancer of the lung and bronchus, incidence",22.9,Race/Ethnicity,Asian or Pacific Islander
12800,2017,NY,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
12801,2017,NY,Asthma mortality rate,8.2,Race/Ethnicity,"White, non-Hispanic"
12802,2016,NY,Mortality from diseases of the heart,97.2,Race/Ethnicity,Hispanic
12803,2016,NY,Asthma mortality rate,15.2,Gender,Female
12804,2015,NY,Mortality from heart failure,118.3,Race/Ethnicity,"White, non-Hispanic"
12805,2015,NY,Premature mortality among adults aged 45-64 years,642.0,Gender,Male
12806,2015,NY,Mortality from coronary heart disease,161.1,Gender,Male
12807,2014,NY,Mortality from diseases of the heart,220.7,Gender,Male
12808,2014,NY,Mortality from diseases of the heart,218.4,Overall,Overall
12809,2014,NY,Mortality from total cardiovascular diseases,111.0,Race/Ethnicity,Hispanic
12810,2017,NY,Mortality from heart failure,88.7,Gender,Female
12811,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,46.3,Race/Ethnicity,"Black, non-Hispanic"
12812,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,63.6,Race/Ethnicity,Hispanic
12813,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,35.6,Race/Ethnicity,Asian or Pacific Islander
12814,2017,NY,Premature mortality among adults aged 45-64 years,394.9,Race/Ethnicity,Hispanic
12815,2017,NY,Mortality from total cardiovascular diseases,110.6,Race/Ethnicity,Asian or Pacific Islander
12816,2017,NY,Premature mortality among adults aged 45-64 years,520.7,Race/Ethnicity,"White, non-Hispanic"
12817,2017,NY,Premature mortality among adults aged 45-64 years,517.7,Overall,Overall
12818,2017,NY,Mortality from heart failure,121.4,Race/Ethnicity,"White, non-Hispanic"
12819,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,86.7,Race/Ethnicity,American Indian or Alaska Native
12820,2017,NY,Mortality from diseases of the heart,213.6,Race/Ethnicity,"Black, non-Hispanic"
12821,2017,NY,Mortality from diseases of the heart,85.2,Race/Ethnicity,Asian or Pacific Islander
12822,2017,NY,Mortality from coronary heart disease,67.6,Race/Ethnicity,Hispanic
12823,2017,NY,Mortality from diseases of the heart,285.1,Race/Ethnicity,"White, non-Hispanic"
12824,2017,NY,Mortality from diseases of the heart,227.7,Gender,Male
12825,2017,NY,Mortality from coronary heart disease,161.9,Gender,Male
12826,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,29.5,Race/Ethnicity,Hispanic
12827,2017,NY,Mortality from total cardiovascular diseases,276.1,Overall,Overall
12828,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,82.3,Overall,Overall
12829,2017,NY,Mortality from heart failure,85.5,Overall,Overall
12830,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,81.4,Gender,Male
12831,2017,NY,Premature mortality among adults aged 45-64 years,243.7,Race/Ethnicity,Asian or Pacific Islander
12832,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,18.2,Race/Ethnicity,Asian or Pacific Islander
12833,2017,NY,Mortality from total cardiovascular diseases,100.1,Race/Ethnicity,American Indian or Alaska Native
12834,2017,NY,Mortality from total cardiovascular diseases,351.3,Race/Ethnicity,"White, non-Hispanic"
12835,2017,NY,Mortality from heart failure,82.1,Gender,Male
12836,2017,NY,Mortality from heart failure,60.3,Race/Ethnicity,"Black, non-Hispanic"
12837,2017,NY,Mortality from total cardiovascular diseases,121.3,Race/Ethnicity,Hispanic
12838,2017,NY,Mortality from coronary heart disease,67.9,Race/Ethnicity,Asian or Pacific Islander
12839,2017,NY,Mortality from coronary heart disease,191.3,Race/Ethnicity,"White, non-Hispanic"
12840,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,169.3,Gender,Male
12841,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,151.2,Gender,Female
12842,2017,NY,Premature mortality among adults aged 45-64 years,731.2,Race/Ethnicity,"Black, non-Hispanic"
12843,2017,NY,Premature mortality among adults aged 45-64 years,393.1,Gender,Female
12844,2017,NY,Premature mortality among adults aged 45-64 years,651.6,Gender,Male
12845,2017,NY,Premature mortality among adults aged 45-64 years,476.1,Race/Ethnicity,American Indian or Alaska Native
12846,2017,NY,Mortality from total cardiovascular diseases,276.7,Gender,Female
12847,2017,NY,Mortality from heart failure,28.1,Race/Ethnicity,Hispanic
12848,2017,NY,Mortality from coronary heart disease,55.0,Race/Ethnicity,American Indian or Alaska Native
12849,2017,NY,Asthma mortality rate,12.9,Overall,Overall
12850,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,206.1,Race/Ethnicity,"White, non-Hispanic"
12851,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,159.6,Overall,Overall
12852,2017,NY,Mortality from heart failure,33.8,Race/Ethnicity,American Indian or Alaska Native
12853,2017,NY,Mortality from coronary heart disease,143.5,Race/Ethnicity,"Black, non-Hispanic"
12854,2017,NY,Mortality from coronary heart disease,141.3,Gender,Female
12855,2017,NY,Mortality from total cardiovascular diseases,275.5,Gender,Male
12856,2017,NY,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
12857,2017,NY,Mortality from diseases of the heart,83.2,Race/Ethnicity,American Indian or Alaska Native
12858,2017,NY,Asthma mortality rate,15.2,Race/Ethnicity,Hispanic
12859,2017,NY,Mortality from coronary heart disease,151.3,Overall,Overall
12860,2017,NY,Mortality from total cardiovascular diseases,270.4,Race/Ethnicity,"Black, non-Hispanic"
12861,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,108.4,Race/Ethnicity,"White, non-Hispanic"
12862,2017,NY,Asthma mortality rate,11.1,Gender,Male
12863,2017,NY,Mortality from diseases of the heart,216.9,Gender,Female
12864,2017,NY,Mortality from diseases of the heart,222.1,Overall,Overall
12865,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,83.1,Gender,Female
12866,2017,NY,Mortality from diseases of the heart,94.2,Race/Ethnicity,Hispanic
12867,2017,NY,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
